age,gender,nationality,extraversion,agreeableness,conscientiousness,neuroticism,openness,ifPrivacy,frequency
53,Female,Japan,4,6,6,9,9,0,3
53,Female,Japan,4,6,6,9,9,1,3
53,Female,Japan,4,6,6,9,9,0,3
53,Female,Japan,4,6,6,9,9,1,3
53,Female,Japan,4,6,6,9,9,0,3
53,Female,Japan,4,6,6,9,9,0,3
53,Female,Japan,4,6,6,9,9,1,3
30,Female,Japan,2,6,4,8,9,0,1
30,Female,Japan,2,6,4,8,9,1,1
30,Female,Japan,2,6,4,8,9,1,1
30,Female,Japan,2,6,4,8,9,1,1
30,Female,Japan,2,6,4,8,9,0,1
30,Female,Japan,2,6,4,8,9,0,1
30,Female,Japan,2,6,4,8,9,1,1
49,Male,British,6,7,6,5,9,0,1
49,Male,British,6,7,6,5,9,0,1
49,Male,British,6,7,6,5,9,0,1
49,Male,British,6,7,6,5,9,0,1
49,Male,British,6,7,6,5,9,0,1
49,Male,British,6,7,6,5,9,0,1
49,Male,British,6,7,6,5,9,0,1
64,Male,British,4,4,7,3,4,0,0
64,Male,British,4,4,7,3,4,0,0
64,Male,British,4,4,7,3,4,0,0
64,Male,British,4,4,7,3,4,0,0
64,Male,British,4,4,7,3,4,0,0
64,Male,British,4,4,7,3,4,1,0
64,Male,British,4,4,7,3,4,0,0
49,Female,Japan,4,3,5,10,6,1,1
49,Female,Japan,4,3,5,10,6,0,1
49,Female,Japan,4,3,5,10,6,0,1
49,Female,Japan,4,3,5,10,6,1,1
40,Male,Japan,8,5,9,5,8,0,2
40,Male,Japan,8,5,9,5,8,0,2
40,Male,Japan,8,5,9,5,8,0,2
40,Male,Japan,8,5,9,5,8,0,2
31,Male,British,8,6,10,8,8,0,1
31,Male,British,8,6,10,8,8,1,1
31,Male,British,8,6,10,8,8,0,1
31,Male,British,8,6,10,8,8,0,1
26,Male,British,5,9,6,7,7,0,2
26,Male,British,5,9,6,7,7,0,2
26,Male,British,5,9,6,7,7,1,2
26,Male,British,5,9,6,7,7,0,2
48,Male,Japan,3,6,6,5,8,1,1
70,Male,Japan,6,6,8,7,9,1,0
65,Female,British,3,8,6,8,7,0,1
60,Female,British,6,9,7,3,7,1,1
50,Male,Japan,7,4,10,7,7,0,4
50,Male,Japan,7,4,10,7,7,0,4
50,Male,Japan,7,4,10,7,7,0,4
50,Male,Japan,7,4,10,7,7,0,4
50,Male,Japan,7,4,10,7,7,0,4
50,Male,Japan,7,4,10,7,7,1,4
47,Male,Japan,4,8,5,7,3,0,2
47,Male,Japan,4,8,5,7,3,0,2
47,Male,Japan,4,8,5,7,3,0,2
47,Male,Japan,4,8,5,7,3,1,2
47,Male,Japan,4,8,5,7,3,0,2
47,Male,Japan,4,8,5,7,3,0,2
65,Male,British,8,3,9,2,6,0,1
65,Male,British,8,3,9,2,6,0,1
65,Male,British,8,3,9,2,6,0,1
65,Male,British,8,3,9,2,6,0,1
65,Male,British,8,3,9,2,6,0,1
65,Male,British,8,3,9,2,6,0,1
25,Female,British,6,7,5,7,7,0,1
25,Female,British,6,7,5,7,7,0,1
25,Female,British,6,7,5,7,7,0,1
25,Female,British,6,7,5,7,7,1,1
25,Female,British,6,7,5,7,7,0,1
25,Female,British,6,7,5,7,7,0,1
29,Female,Japan,3,6,6,6,8,1,1
29,Female,Japan,3,6,6,6,8,1,1
29,Female,Japan,3,6,6,6,8,1,1
47,Male,Japan,4,8,5,7,3,1,2
47,Male,Japan,4,8,5,7,3,1,2
47,Male,Japan,4,8,5,7,3,0,2
65,Male,British,8,3,9,2,6,0,1
65,Male,British,8,3,9,2,6,0,1
65,Male,British,8,3,9,2,6,0,1
25,Female,British,6,7,5,7,7,1,1
25,Female,British,6,7,5,7,7,1,1
25,Female,British,6,7,5,7,7,1,1
32,Female,Japan,9,10,5,8,9,1,1
32,Female,Japan,9,10,5,8,9,0,1
32,Female,Japan,9,10,5,8,9,1,1
32,Female,Japan,9,10,5,8,9,1,1
37,Male,Japan,7,6,5,6,8,0,2
37,Male,Japan,7,6,5,6,8,0,2
37,Male,Japan,7,6,5,6,8,0,2
37,Male,Japan,7,6,5,6,8,0,2
56,Female,British,10,10,10,2,10,0,2
56,Female,British,10,10,10,2,10,0,2
56,Female,British,10,10,10,2,10,0,2
56,Female,British,10,10,10,2,10,0,2
22,Male,British,3,7,7,8,9,1,1
22,Male,British,3,7,7,8,9,0,1
22,Male,British,3,7,7,8,9,0,1
22,Male,British,3,7,7,8,9,1,1
22,Male,British,3,7,7,8,9,1,1
31,Female,Japan,6,8,5,9,9,0,3
65,Male,Japan,6,4,9,6,3,0,0
33,Female,British,7,9,9,6,6,0,2
62,Female,British,4,6,10,5,8,1,0
44,Female,Japan,6,6,6,7,5,0,0
44,Female,Japan,6,6,6,7,5,0,0
42,Female,Japan,4,3,5,10,8,1,1
42,Female,Japan,4,3,5,10,8,1,1
26,Male,British,5,8,7,7,7,1,0
26,Male,British,5,8,7,7,7,0,0
43,Female,British,9,8,6,4,7,0,2
43,Female,British,9,8,6,4,7,0,2
55,Male,Japan,5,6,6,8,6,1,1
46,Female,Japan,4,7,8,6,8,1,1
29,Female,British,5,5,7,5,8,0,3
38,Female,British,10,6,10,10,10,1,3
31,Male,Japan,4,6,6,5,8,1,1
31,Male,Japan,4,6,6,5,8,1,1
31,Male,Japan,4,6,6,5,8,1,1
38,Female,Japan,8,5,9,7,3,1,0
38,Female,Japan,8,5,9,7,3,1,0
38,Female,Japan,8,5,9,7,3,1,0
59,Male,British,6,4,7,4,8,0,2
59,Male,British,6,4,7,4,8,0,2
59,Male,British,6,4,7,4,8,0,2
32,Female,British,2,4,6,10,9,0,2
32,Female,British,2,4,6,10,9,0,2
32,Female,British,2,4,6,10,9,0,2
45,Male,Japan,5,6,5,8,6,1,2
45,Male,Japan,5,6,5,8,6,1,2
45,Male,Japan,5,6,5,8,6,1,2
45,Male,Japan,5,6,5,8,6,1,2
45,Male,Japan,5,6,5,8,6,1,2
45,Male,Japan,6,6,6,7,8,0,1
45,Male,Japan,6,6,6,7,8,0,1
45,Male,Japan,6,6,6,7,8,1,1
50,Male,British,6,8,5,3,8,0,0
50,Male,British,6,8,5,3,8,0,0
50,Male,British,6,8,5,3,8,0,0
48,Female,British,7,7,8,7,8,0,1
48,Female,British,7,7,8,7,8,0,1
48,Female,British,7,7,8,7,8,0,1
35,Female,Japan,5,6,5,8,3,1,3
35,Female,Japan,5,6,5,8,3,1,3
35,Female,Japan,5,6,5,8,3,1,3
35,Female,Japan,5,6,5,8,3,1,3
35,Female,Japan,5,6,5,8,3,0,3
36,Female,Japan,3,4,8,9,4,0,1
36,Female,Japan,3,4,8,9,4,0,1
36,Female,Japan,3,4,8,9,4,0,1
36,Female,Japan,3,4,8,9,4,0,1
36,Female,Japan,3,4,8,9,4,0,1
31,Male,British,3,5,8,7,6,0,1
31,Male,British,3,5,8,7,6,0,1
31,Male,British,3,5,8,7,6,0,1
31,Male,British,3,5,8,7,6,0,1
31,Male,British,3,5,8,7,6,0,1
45,Female,British,6,8,8,6,6,0,1
45,Female,British,6,8,8,6,6,0,1
45,Female,British,6,8,8,6,6,0,1
45,Female,British,6,8,8,6,6,0,1
45,Female,British,6,8,8,6,6,0,1
37,Female,Japan,3,5,6,8,4,1,0
30,Female,Japan,3,8,7,6,9,1,0
68,Female,British,8,8,10,4,8,0,1
38,Male,British,4,6,6,10,10,1,2
38,Male,British,4,6,6,10,10,1,2
38,Male,British,4,6,6,10,10,1,2
31,Female,Japan,3,4,6,10,10,0,1
31,Female,Japan,3,4,6,10,10,0,1
31,Female,Japan,3,4,6,10,10,1,1
31,Female,Japan,3,4,6,10,10,0,1
48,Female,Japan,2,7,4,6,7,0,1
48,Female,Japan,2,7,4,6,7,0,1
48,Female,Japan,2,7,4,6,7,0,1
48,Female,Japan,2,7,4,6,7,1,1
29,Male,British,3,6,7,8,8,0,4
29,Male,British,3,6,7,8,8,0,4
29,Male,British,3,6,7,8,8,0,4
29,Male,British,3,6,7,8,8,1,4
54,Female,British,5,9,9,7,9,0,2
54,Female,British,5,9,9,7,9,0,2
54,Female,British,5,9,9,7,9,0,2
54,Female,British,5,9,9,7,9,0,2
36,Male,Japan,4,4,7,9,4,0,2
36,Male,Japan,4,4,7,9,4,1,2
36,Male,Japan,4,4,7,9,4,1,2
36,Male,Japan,4,4,7,9,4,1,2
36,Male,Japan,4,4,7,9,4,1,2
61,Female,Japan,8,8,8,8,9,1,2
45,Male,British,6,8,10,2,5,0,1
46,Male,British,9,9,10,4,6,0,1
67,Male,Japan,6,6,9,6,8,0,1
67,Male,Japan,6,6,9,6,8,0,1
38,Female,Japan,5,6,6,8,6,1,3
38,Female,Japan,5,6,6,8,6,1,3
74,Female,British,7,9,8,5,10,0,3
74,Female,British,7,9,8,5,10,0,3
58,Male,British,8,6,9,4,5,0,1
58,Male,British,8,6,9,4,5,0,1
55,Male,Japan,5,6,6,8,6,1,1
55,Male,Japan,5,6,6,8,6,1,1
55,Male,Japan,5,6,6,8,6,0,1
55,Male,Japan,5,6,6,8,6,1,1
46,Female,Japan,4,7,8,6,8,1,1
46,Female,Japan,4,7,8,6,8,0,1
46,Female,Japan,4,7,8,6,8,0,1
38,Female,British,10,6,10,10,10,1,3
38,Female,British,10,6,10,10,10,1,3
38,Female,British,10,6,10,10,10,0,3
29,Female,British,5,5,7,5,8,1,3
29,Female,British,5,5,7,5,8,1,3
29,Female,British,5,5,7,5,8,0,3
47,Female,Japan,6,7,8,5,9,0,3
47,Female,Japan,6,7,8,5,9,0,3
47,Female,Japan,6,7,8,5,9,0,3
47,Female,Japan,6,7,8,5,9,1,3
47,Female,Japan,6,7,8,5,9,1,3
20,Male,Japan,4,6,8,8,6,0,2
20,Male,Japan,4,6,8,8,6,0,2
20,Male,Japan,4,6,8,8,6,0,2
20,Male,Japan,4,6,8,8,6,0,2
20,Male,Japan,4,6,8,8,6,0,2
48,Female,British,4,7,8,5,5,0,0
48,Female,British,4,7,8,5,5,0,0
48,Female,British,4,7,8,5,5,0,0
48,Female,British,4,7,8,5,5,0,0
48,Female,British,4,7,8,5,5,0,0
23,Male,British,5,8,6,6,8,0,2
23,Male,British,5,8,6,6,8,0,2
23,Male,British,5,8,6,6,8,0,2
23,Male,British,5,8,6,6,8,1,2
23,Male,British,5,8,6,6,8,1,2
30,Female,Japan,4,5,4,8,9,0,3
30,Female,Japan,4,5,4,8,9,0,3
30,Female,Japan,4,5,4,8,9,1,3
55,Female,Japan,2,5,5,9,7,0,0
55,Female,Japan,2,5,5,9,7,0,0
55,Female,Japan,2,5,5,9,7,1,0
30,Male,British,6,8,6,6,6,0,1
30,Male,British,6,8,6,6,6,1,1
23,Male,British,8,8,8,4,8,1,1
23,Male,British,8,8,8,4,8,0,1
38,Male,Japan,3,5,4,9,4,0,2
38,Male,Japan,3,5,4,9,4,1,2
38,Male,Japan,3,5,4,9,4,1,2
35,Female,Japan,6,6,6,7,6,0,1
35,Female,Japan,6,6,6,7,6,1,1
57,Female,British,4,6,6,6,6,0,0
35,Other,British,5,9,8,8,5,0,1
35,Other,British,5,9,8,8,5,1,1
40,Female,Japan,6,6,7,9,8,1,0
40,Female,Japan,6,6,7,9,8,0,0
32,Female,Japan,8,5,7,6,4,0,1
32,Female,Japan,8,5,7,6,4,0,1
56,Female,British,7,10,10,2,9,0,4
56,Female,British,7,10,10,2,9,0,4
59,Male,British,2,7,8,4,7,1,1
59,Male,British,2,7,8,4,7,1,1
46,Female,Japan,8,7,6,8,5,0,1
31,Male,Japan,6,4,5,6,7,0,0
50,Female,British,7,9,6,6,8,1,2
54,Male,British,6,7,7,2,8,0,3
35,Female,Japan,6,6,6,7,6,0,1
35,Female,Japan,6,6,6,7,6,0,1
38,Male,Japan,3,5,4,9,4,1,2
38,Male,Japan,3,5,4,9,4,1,2
57,Female,British,4,6,6,6,6,0,0
57,Female,British,4,6,6,6,6,0,0
35,Other,British,5,9,8,8,5,0,1
35,Other,British,5,9,8,8,5,0,1
34,Other,Japan,7,3,6,9,7,0,3
34,Other,Japan,7,3,6,9,7,0,3
34,Other,Japan,7,3,6,9,7,0,3
40,Female,Japan,2,5,6,10,6,0,1
40,Female,Japan,2,5,6,10,6,0,1
40,Female,Japan,2,5,6,10,6,0,1
26,Male,British,5,7,6,5,7,0,1
26,Male,British,5,7,6,5,7,0,1
26,Male,British,5,7,6,5,7,0,1
62,Male,British,2,2,6,6,10,0,2
62,Male,British,2,2,6,6,10,0,2
62,Male,British,2,2,6,6,10,0,2
42,Male,Japan,2,2,2,7,6,1,1
42,Male,Japan,2,2,2,7,6,0,1
30,Female,Japan,9,5,7,7,9,1,2
30,Female,Japan,9,5,7,7,9,1,2
42,Male,British,4,8,5,4,10,1,3
42,Male,British,4,8,5,4,10,1,3
42,Male,British,6,7,6,6,4,0,1
42,Male,British,6,7,6,6,4,0,1
52,Male,Japan,5,7,5,9,6,0,1
52,Male,Japan,5,7,5,9,6,0,1
52,Male,Japan,5,7,5,9,6,0,1
52,Male,Japan,5,7,5,9,6,0,1
52,Male,Japan,5,7,5,9,6,0,1
52,Male,Japan,5,7,5,9,6,1,1
52,Male,Japan,5,7,5,9,6,1,1
42,Male,Japan,5,7,7,7,6,0,1
42,Male,Japan,5,7,7,7,6,0,1
42,Male,Japan,5,7,7,7,6,0,1
42,Male,Japan,5,7,7,7,6,0,1
42,Male,Japan,5,7,7,7,6,0,1
34,Female,British,4,6,4,10,7,0,1
34,Female,British,4,6,4,10,7,0,1
34,Female,British,4,6,4,10,7,0,1
34,Female,British,4,6,4,10,7,0,1
34,Female,British,4,6,4,10,7,0,1
58,Male,British,8,9,9,4,10,0,3
58,Male,British,8,9,9,4,10,0,3
58,Male,British,8,9,9,4,10,0,3
58,Male,British,8,9,9,4,10,0,3
58,Male,British,8,9,9,4,10,0,3
31,Male,Japan,6,4,5,6,7,1,0
31,Male,Japan,6,4,5,6,7,0,0
31,Male,Japan,6,4,5,6,7,0,0
31,Male,Japan,6,4,5,6,7,0,0
46,Female,Japan,8,7,6,8,5,1,1
46,Female,Japan,8,7,6,8,5,0,1
46,Female,Japan,8,7,6,8,5,0,1
46,Female,Japan,8,7,6,8,5,0,1
58,Male,British,4,8,9,4,8,1,1
58,Male,British,4,8,9,4,8,0,1
58,Male,British,4,8,9,4,8,0,1
58,Male,British,4,8,9,4,8,0,1
54,Male,British,6,7,7,2,8,0,3
54,Male,British,6,7,7,2,8,0,3
54,Male,British,6,7,7,2,8,0,3
54,Male,British,6,7,7,2,8,0,3
30,Male,Japan,6,8,4,9,10,1,2
36,Female,Japan,2,5,2,9,9,0,1
45,Male,British,5,9,5,5,5,0,2
67,Male,British,4,9,6,4,9,0,0
35,Female,Japan,4,6,9,7,7,1,1
46,Male,Japan,4,4,7,9,3,1,3
34,Female,British,7,8,8,7,10,0,3
62,Male,British,5,10,10,4,10,0,1
45,Male,Japan,6,6,6,7,8,1,1
45,Male,Japan,6,6,6,7,8,1,1
45,Male,Japan,6,6,6,7,8,1,1
45,Male,Japan,6,6,6,7,8,0,1
45,Male,Japan,6,6,6,7,8,1,1
45,Male,Japan,6,6,6,7,8,1,1
45,Male,Japan,6,6,6,7,8,1,1
45,Male,Japan,6,6,6,7,8,1,1
45,Male,Japan,6,6,6,7,8,1,1
45,Male,Japan,6,6,6,7,8,1,1
45,Male,Japan,6,6,6,7,8,0,1
45,Male,Japan,6,6,6,7,8,1,1
45,Male,Japan,5,6,5,8,6,1,2
45,Male,Japan,5,6,5,8,6,1,2
45,Male,Japan,5,6,5,8,6,0,2
45,Male,Japan,5,6,5,8,6,1,2
45,Male,Japan,5,6,5,8,6,1,2
45,Male,Japan,5,6,5,8,6,1,2
45,Male,Japan,5,6,5,8,6,1,2
45,Male,Japan,5,6,5,8,6,1,2
45,Male,Japan,5,6,5,8,6,1,2
45,Male,Japan,5,6,5,8,6,1,2
45,Male,Japan,5,6,5,8,6,0,2
45,Male,Japan,5,6,5,8,6,1,2
50,Male,British,6,8,5,3,8,1,0
50,Male,British,6,8,5,3,8,0,0
50,Male,British,6,8,5,3,8,0,0
50,Male,British,6,8,5,3,8,0,0
50,Male,British,6,8,5,3,8,0,0
50,Male,British,6,8,5,3,8,0,0
50,Male,British,6,8,5,3,8,1,0
50,Male,British,6,8,5,3,8,0,0
50,Male,British,6,8,5,3,8,0,0
50,Male,British,6,8,5,3,8,0,0
50,Male,British,6,8,5,3,8,0,0
50,Male,British,6,8,5,3,8,1,0
48,Female,British,7,7,8,7,8,1,1
48,Female,British,7,7,8,7,8,0,1
48,Female,British,7,7,8,7,8,1,1
48,Female,British,7,7,8,7,8,0,1
48,Female,British,7,7,8,7,8,0,1
48,Female,British,7,7,8,7,8,0,1
48,Female,British,7,7,8,7,8,1,1
48,Female,British,7,7,8,7,8,1,1
48,Female,British,7,7,8,7,8,0,1
48,Female,British,7,7,8,7,8,0,1
48,Female,British,7,7,8,7,8,0,1
48,Female,British,7,7,8,7,8,1,1
53,Male,Japan,6,7,6,7,7,0,1
53,Male,Japan,6,7,6,7,7,1,1
53,Male,Japan,6,7,6,7,7,0,1
43,Male,Japan,8,6,7,7,6,0,0
43,Male,Japan,8,6,7,7,6,0,0
43,Male,Japan,8,6,7,7,6,0,0
19,Male,British,7,5,6,7,6,0,1
19,Male,British,7,5,6,7,6,0,1
19,Male,British,7,5,6,7,6,0,1
65,Male,British,6,3,8,9,9,0,0
65,Male,British,6,3,8,9,9,0,0
65,Male,British,6,3,8,9,9,0,0
38,Female,Japan,5,6,6,8,6,1,3
67,Male,Japan,6,6,9,6,8,0,1
74,Female,British,7,9,8,5,10,0,3
58,Male,British,8,6,9,4,5,0,1
37,Female,Japan,7,6,6,9,8,1,2
37,Female,Japan,7,6,6,9,8,0,2
24,Male,Japan,6,4,7,9,6,1,3
24,Male,Japan,6,4,7,9,6,0,3
20,Male,British,2,7,3,10,6,1,1
20,Male,British,2,7,3,10,6,0,1
25,Female,British,6,9,6,9,4,1,1
25,Female,British,6,9,6,9,4,1,1
39,Female,Japan,4,6,6,9,10,1,3
39,Female,Japan,4,6,6,9,10,0,3
28,Male,Japan,4,5,6,8,7,1,3
28,Male,Japan,4,5,6,8,7,1,3
40,Male,British,6,7,9,7,6,1,1
40,Male,British,6,7,9,7,6,1,1
21,Female,British,10,4,4,8,7,0,2
21,Female,British,10,4,4,8,7,0,2
59,Male,Japan,6,6,6,4,7,0,1
59,Male,Japan,6,6,6,4,7,0,1
59,Male,Japan,6,6,6,4,7,0,1
59,Male,Japan,6,6,6,4,7,0,1
59,Male,Japan,6,6,6,4,7,0,1
59,Male,Japan,6,6,6,4,7,0,1
59,Male,Japan,6,6,6,4,7,0,1
40,Male,Japan,4,6,6,6,6,0,3
40,Male,Japan,4,6,6,6,6,0,3
40,Male,Japan,4,6,6,6,6,0,3
40,Male,Japan,4,6,6,6,6,0,3
40,Male,Japan,4,6,6,6,6,0,3
40,Male,Japan,4,6,6,6,6,0,3
40,Male,Japan,4,6,6,6,6,0,3
20,Male,British,5,7,6,3,4,0,0
20,Male,British,5,7,6,3,4,0,0
20,Male,British,5,7,6,3,4,0,0
20,Male,British,5,7,6,3,4,0,0
20,Male,British,5,7,6,3,4,0,0
20,Male,British,5,7,6,3,4,0,0
20,Male,British,5,7,6,3,4,0,0
28,Male,British,3,5,4,9,6,0,0
28,Male,British,3,5,4,9,6,0,0
28,Male,British,3,5,4,9,6,0,0
28,Male,British,3,5,4,9,6,0,0
28,Male,British,3,5,4,9,6,0,0
28,Male,British,3,5,4,9,6,0,0
28,Male,British,3,5,4,9,6,0,0
46,Female,Japan,6,6,6,9,9,1,1
46,Female,Japan,6,6,6,9,9,1,1
52,Female,Japan,7,4,6,9,7,0,3
52,Female,Japan,7,4,6,9,7,1,3
31,Male,British,7,9,7,9,8,0,1
31,Male,British,7,9,7,9,8,1,1
34,Male,British,2,8,6,7,8,0,0
34,Male,British,2,8,6,7,8,1,0
68,Male,Japan,7,6,8,4,7,0,3
68,Male,Japan,7,6,8,4,7,1,3
32,Male,Japan,7,5,7,6,5,0,3
32,Male,Japan,7,5,7,6,5,1,3
33,Female,British,6,4,7,8,9,0,1
33,Female,British,6,4,7,8,9,0,1
22,Male,British,4,6,7,8,10,0,0
22,Male,British,4,6,7,8,10,1,0
32,Female,Japan,8,5,7,6,4,0,1
32,Female,Japan,8,5,7,6,4,0,1
40,Female,Japan,6,6,7,9,8,0,0
40,Female,Japan,6,6,7,9,8,0,0
56,Female,British,7,10,10,2,9,0,4
56,Female,British,7,10,10,2,9,0,4
59,Male,British,2,7,8,4,7,0,1
59,Male,British,2,7,8,4,7,0,1
50,Male,Japan,4,6,6,8,6,0,3
50,Male,Japan,4,6,6,8,6,0,3
50,Male,Japan,4,6,6,8,6,0,3
50,Male,Japan,4,6,6,8,6,1,3
50,Male,Japan,4,6,6,8,6,0,3
50,Male,Japan,4,6,6,8,6,0,3
30,Female,Japan,4,6,8,8,9,1,4
30,Female,Japan,4,6,8,8,9,0,4
30,Female,Japan,4,6,8,8,9,0,4
30,Female,Japan,4,6,8,8,9,0,4
30,Female,Japan,4,6,8,8,9,0,4
30,Female,Japan,4,6,8,8,9,0,4
52,Female,British,4,7,9,6,6,0,1
52,Female,British,4,7,9,6,6,0,1
52,Female,British,4,7,9,6,6,0,1
52,Female,British,4,7,9,6,6,0,1
52,Female,British,4,7,9,6,6,1,1
52,Female,British,4,7,9,6,6,0,1
36,Male,British,5,6,4,7,9,0,1
36,Male,British,5,6,4,7,9,0,1
36,Male,British,5,6,4,7,9,1,1
36,Male,British,5,6,4,7,9,1,1
36,Male,British,5,6,4,7,9,1,1
36,Male,British,5,6,4,7,9,1,1
49,Other,Japan,4,6,7,5,10,0,0
49,Other,Japan,4,6,7,5,10,0,0
49,Other,Japan,4,6,7,5,10,0,0
49,Other,Japan,4,6,7,5,10,0,0
49,Other,Japan,4,6,7,5,10,0,0
49,Other,Japan,4,6,7,5,10,0,0
49,Other,Japan,4,6,7,5,10,0,0
49,Other,Japan,4,6,7,5,10,0,0
49,Other,Japan,4,6,7,5,10,0,0
49,Other,Japan,4,6,7,5,10,0,0
39,Female,Japan,6,8,8,9,8,0,3
39,Female,Japan,6,8,8,9,8,0,3
39,Female,Japan,6,8,8,9,8,0,3
39,Female,Japan,6,8,8,9,8,0,3
39,Female,Japan,6,8,8,9,8,0,3
39,Female,Japan,6,8,8,9,8,0,3
39,Female,Japan,6,8,8,9,8,0,3
39,Female,Japan,6,8,8,9,8,0,3
39,Female,Japan,6,8,8,9,8,0,3
39,Female,Japan,6,8,8,9,8,0,3
60,Female,British,6,6,9,6,5,1,2
60,Female,British,6,6,9,6,5,1,2
60,Female,British,6,6,9,6,5,1,2
60,Female,British,6,6,9,6,5,1,2
60,Female,British,6,6,9,6,5,1,2
60,Female,British,6,6,9,6,5,1,2
60,Female,British,6,6,9,6,5,0,2
60,Female,British,6,6,9,6,5,1,2
60,Female,British,6,6,9,6,5,0,2
60,Female,British,6,6,9,6,5,1,2
38,Female,British,8,6,9,6,6,0,1
38,Female,British,8,6,9,6,6,0,1
38,Female,British,8,6,9,6,6,0,1
38,Female,British,8,6,9,6,6,0,1
38,Female,British,8,6,9,6,6,0,1
38,Female,British,8,6,9,6,6,0,1
38,Female,British,8,6,9,6,6,0,1
38,Female,British,8,6,9,6,6,0,1
38,Female,British,8,6,9,6,6,0,1
38,Female,British,8,6,9,6,6,0,1
34,Female,Japan,5,7,5,6,7,1,1
36,Male,Japan,4,6,4,7,4,1,3
29,Female,British,9,5,3,6,5,0,1
24,Male,British,3,6,5,9,9,0,3
24,Male,British,3,6,5,9,9,1,3
50,Male,Japan,6,5,7,7,8,0,0
50,Male,Japan,6,5,7,7,8,0,0
56,Male,Japan,7,4,9,6,9,0,2
56,Male,Japan,7,4,9,6,9,0,2
72,Male,British,6,9,6,3,8,0,2
72,Male,British,6,9,6,3,8,0,2
27,Female,British,4,8,6,6,5,0,2
27,Female,British,4,8,6,6,5,0,2
39,Female,Japan,4,6,6,9,10,1,3
39,Female,Japan,4,6,6,9,10,0,3
28,Male,Japan,4,5,6,8,7,1,3
28,Male,Japan,4,5,6,8,7,0,3
40,Male,British,6,7,9,7,6,1,1
40,Male,British,6,7,9,7,6,1,1
21,Female,British,10,4,4,8,7,1,2
21,Female,British,10,4,4,8,7,0,2
21,Female,British,10,4,4,8,7,1,2
44,Male,Japan,5,5,5,10,3,0,0
44,Male,Japan,5,5,5,10,3,0,0
44,Male,Japan,5,5,5,10,3,0,0
23,Male,Japan,5,8,8,5,6,1,2
23,Male,Japan,5,8,8,5,6,1,2
23,Male,Japan,5,8,8,5,6,1,2
48,Male,British,2,4,7,9,9,0,0
48,Male,British,2,4,7,9,9,0,0
48,Male,British,2,4,7,9,9,0,0
45,Male,British,5,9,7,5,6,0,0
45,Male,British,5,9,7,5,6,0,0
45,Male,British,5,9,7,5,6,0,0
52,Female,Japan,6,9,5,8,6,1,3
52,Female,Japan,6,9,5,8,6,0,3
36,Male,Japan,4,5,7,9,4,1,1
36,Male,Japan,4,5,7,9,4,0,1
49,Male,British,6,7,6,7,8,0,1
49,Male,British,6,7,6,7,8,0,1
55,Male,Japan,5,6,6,8,6,0,1
46,Female,Japan,4,7,8,6,8,0,1
29,Female,British,5,5,7,5,8,0,3
38,Female,British,10,6,10,10,10,0,3
26,Female,Japan,6,6,7,9,7,1,2
35,Other,Japan,4,4,4,9,6,0,2
29,Female,British,4,8,6,7,9,1,2
33,Male,British,4,7,7,10,8,0,0
48,Male,Japan,3,7,5,8,5,0,1
48,Male,Japan,3,7,5,8,5,1,1
48,Male,Japan,3,7,5,8,5,1,1
47,Male,Japan,5,5,5,7,5,0,2
47,Male,Japan,5,5,5,7,5,1,2
47,Male,Japan,5,5,5,7,5,1,2
59,Female,British,8,5,5,3,10,0,2
59,Female,British,8,5,5,3,10,1,2
59,Female,British,8,5,5,3,10,1,2
19,Female,British,5,8,5,6,7,0,0
19,Female,British,5,8,5,6,7,1,0
19,Female,British,5,8,5,6,7,1,0
46,Female,Japan,6,6,8,8,9,1,1
46,Female,Japan,6,6,8,8,9,1,1
46,Female,Japan,6,6,8,8,9,1,1
46,Female,Japan,6,6,8,8,9,1,1
37,Female,Japan,10,7,8,3,4,0,4
37,Female,Japan,10,7,8,3,4,0,4
37,Female,Japan,10,7,8,3,4,0,4
37,Female,Japan,10,7,8,3,4,0,4
33,Male,British,4,4,5,7,8,0,0
33,Male,British,4,4,5,7,8,0,0
33,Male,British,4,4,5,7,8,0,0
33,Male,British,4,4,5,7,8,0,0
30,Male,Japan,6,8,4,9,10,1,2
36,Female,Japan,2,5,2,9,9,0,1
45,Male,British,5,9,5,5,5,0,2
67,Male,British,4,9,6,4,9,0,0
30,Female,Japan,3,8,7,6,9,1,0
30,Female,Japan,3,8,7,6,9,1,0
30,Female,Japan,3,8,7,6,9,1,0
30,Female,Japan,3,8,7,6,9,1,0
37,Female,Japan,3,5,6,8,4,1,0
37,Female,Japan,3,5,6,8,4,1,0
37,Female,Japan,3,5,6,8,4,1,0
37,Female,Japan,3,5,6,8,4,1,0
38,Male,British,4,6,6,10,10,1,2
38,Male,British,4,6,6,10,10,1,2
38,Male,British,4,6,6,10,10,1,2
38,Male,British,4,6,6,10,10,1,2
68,Female,British,8,8,10,4,8,1,1
68,Female,British,8,8,10,4,8,1,1
68,Female,British,8,8,10,4,8,0,1
68,Female,British,8,8,10,4,8,0,1
46,Female,Japan,6,6,6,9,9,1,1
46,Female,Japan,6,6,6,9,9,1,1
52,Female,Japan,7,4,6,9,7,1,3
52,Female,Japan,7,4,6,9,7,1,3
34,Male,British,2,8,6,7,8,1,0
34,Male,British,2,8,6,7,8,1,0
31,Male,British,7,9,7,9,8,1,1
